Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-01-08	Snow	VERNON TOWNSHIP HIGHWAY DEPT	No	1	$7,039.84
1999-01-08	Snow	WADSWORTH, VILLAGE OF	No	1	$7,120.62
1999-01-08	Snow	WARREN TOWNSHIP HIGHWAY DEPT	No	1	$28,625.99
1999-01-08	Snow	WARREN, TOWNSHIP OF	No	1	$1,722.54
1999-01-08	Snow	WARREN TWP HIGH SCHOOL DIST 121	Yes	1	$6,183.44
1999-01-08	Snow	WAUCONDA COMMUNITY SCHOOL DIST 118	Yes	1	$5,737.64
1999-01-08	Snow	WAUCONDA FIRE DEPARTMENT	No	1	$2,932.57
1999-01-08	Snow	WAUCONDA, VILLAGE OF	No	1	$17,236.01
1999-01-08	Snow	WAUKEGAN, CITY OF	No	1	$135,005.58
1999-01-08	Snow	WAUKEGAN PORT DISTRICT	No	1	$4,366.26
1999-01-08	Snow	WAUKEGAN PUBLIC SCHOOLS DIST 60	Yes	1	$13,375.70
1999-01-08	Snow	WINTHROP HARBOR SCHOOL DIST 1	Yes	1	$1,249.88
1999-01-08	Snow	WINTHROP HARBOR, VILLAGE OF	No	1	$8,789.89
1999-01-08	Snow	WOODLAND SCHOOL DIST 50	Yes	1	$4,632.06
1999-01-08	Snow	ZION-BENTON TWP SCHOOL DIST 126	Yes	1	$9,417.43
1999-01-08	Snow	ZION, CITY OF	No	1	$19,542.32
