Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-06-24	Severe Storm(s)	ANTIOCH TOWNSHIP HIGHWAY DEPT.	No	2	$29,597.23
2008-06-24	Severe Storm(s)	ANTIOCH TOWNSHIP ROAD DISTRICT	No	2	$20,326.65
2008-06-24	Severe Storm(s)	ANTIOCH, VILLAGE OF	No	3	$278,976.17
2008-06-24	Severe Storm(s)	BANNOCKBURN, VILLAGE OF	No	6	$35,848.21
2008-06-24	Severe Storm(s)	FOSS PARK DISTRICT	No	1	$2,169.17
2008-06-24	Severe Storm(s)	FOX LAKE, VILLAGE OF	No	2	$56,288.41
2008-06-24	Severe Storm(s)	FOX WATERWAY AGENCY	No	30	$1,869,271.67
2008-06-24	Severe Storm(s)	GRANT TOWNSHIP HIGHWAY DEPT.	No	2	$22,528.51
2008-06-24	Severe Storm(s)	GRAYSLAKE (CORPORATE AND RR NAME FOR GRAYS LAKE)	No	1	$19,143.14
2008-06-24	Severe Storm(s)	LAKE BLUFF, VILLAGE OF	No	1	$5,844.00
2008-06-24	Severe Storm(s)	LAKE (COUNTY)	No	3	$61,901.65
2008-06-24	Severe Storm(s)	LAKE COUNTY FOREST PRESERVE DIST	No	2	$41,000.43
2008-06-24	Severe Storm(s)	LIBERTYVILLE TOWNSHIP HIGHWAY DEPT	No	1	$4,843.13
2008-06-24	Severe Storm(s)	LINDENHURST, VILLAGE OF	No	2	$23,842.47
2008-06-24	Severe Storm(s)	NORTH CHICAGO	No	2	$5,758.45
2008-06-24	Severe Storm(s)	ROUND LAKE AREA PARK DISTRICT	No	2	$4,720.73
2008-06-24	Severe Storm(s)	ROUND LAKE BEACH, VILLAGE OF	No	3	$30,104.05
2008-06-24	Severe Storm(s)	ROUND LAKE HEIGHTS, VILLAGE OF	No	6	$75,822.67
2008-06-24	Severe Storm(s)	ROUND LAKE PARK, VILLAGE OF	No	1	$750.00
2008-06-24	Severe Storm(s)	WAUCONDA, VILLAGE OF	No	1	$9,982.30
2008-06-24	Severe Storm(s)	WAUKEGAN PARK DISTRICT	No	2	$4,166.71
2008-03-13	Snow	ADLAI E STEVENSON DISTRICT 125	No	1	$13,741.03
2008-03-13	Snow	ANTIOCH SCHOOL DISTRICT 34	Yes	1	$6,579.48
2008-03-13	Snow	ANTIOCH TWP HIGHWAY DEPT	No	1	$9,741.80
2008-03-13	Snow	ANTIOCH, VILLAGE OF	No	1	$27,107.36
2008-03-13	Snow	BANNOCKBURN, VILLAGE OF	No	1	$4,004.88
2008-03-13	Snow	BARRINGTON	No	1	$18,594.89
2008-03-13	Snow	BARRINGTON SCHOOL DIST 220	Yes	1	$6,085.34
2008-03-13	Snow	BEACH PARK COMM SCHOOL DIST 3	Yes	1	$3,726.08
2008-03-13	Snow	BEACH PARK, VILLAGE OF	No	1	$15,949.01
2008-03-13	Snow	BENTON TOWNSHIP ROAD DISTRICT	No	1	$1,916.06
2008-03-13	Snow	BIG HOLLOW SCHOOL DISTRICT 38	Yes	1	$3,498.30
2008-03-13	Snow	BUFFALO GROVE, VILLAGE OF	No	1	$39,989.81
2008-03-13	Snow	COLLEGE OF LAKE COUNTY	Yes	1	$14,426.58
2008-03-13	Snow	COMMUNITY CONSOLIDATED SCHOOL DIST.   46	Yes	1	$5,752.82
2008-03-13	Snow	COMMUNITY HIGH SCHOOL DISTRICT 117	Yes	1	$9,737.28
2008-03-13	Snow	COMMUNITY HIGH SCHOOL DISTRICT 128	Yes	1	$10,484.73
2008-03-13	Snow	COMMUNITY UNIT SCHOOL DISTRICT 95	Yes	1	$900.00
2008-03-13	Snow	COUNTY OF LAKE SCHOOL DISTRICT 121	Yes	1	$8,288.84
2008-03-13	Snow	CUBA TOWNSHIP ROAD DISTRICT	No	1	$64,577.18
2008-03-13	Snow	DEERFIELD PUBLIC SCHOOL DIST 109	Yes	1	$2,543.51
2008-03-13	Snow	DEERFIELD, VILLAGE OF	No	1	$50,662.54
2008-03-13	Snow	ELA TOWNSHIP HIGHWAY DEPT.	No	1	$17,321.81
2008-03-13	Snow	FOX LAKE, VILLAGE OF	No	1	$27,865.97
2008-03-13	Snow	FREMONT SCHOOL DISTRICT 79	Yes	1	$5,171.56
2008-03-13	Snow	FREMONT TWP ROAD DISTRICT	No	1	$11,398.94
2008-03-13	Snow	GAVIN SCHOOL DISTRICT 2	Yes	1	$1,883.21
2008-03-13	Snow	GRANT COMMUNITY HIGH SCHOOL DIST. 125	Yes	1	$2,904.11
2008-03-13	Snow	GRANT TOWNSHIP HIGHWAY DEPT.	No	1	$16,093.01
2008-03-13	Snow	GRAYSLAKE COMMUNITY HIGH SCHOOL DIST 127	Yes	1	$12,634.11
2008-03-13	Snow	GRAYS LAKE, VILLAGE OF	No	1	$73,496.03
2008-03-13	Snow	GREEN OAKS (OAK GROVE)	No	1	$8,029.74
