Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2010-02-25	Severe Storm(s)	BURT COUNTY PUBLIC POWER DISTRICT	No	4	$499,715.19
2010-02-25	Severe Storm(s)	BUTLER PUBLIC POWER DISTRICT	No	2	$13,152.88
2010-02-25	Severe Storm(s)	CEDAR-KNOX PUBLIC POWER DISTRICT	No	4	$7,230.77
2010-02-25	Severe Storm(s)	CHERRY-TODD ELECTRIC COOP	No	1	$27,549.11
2010-02-25	Severe Storm(s)	CHIMNEY ROCK PUBLIC POWER DISTRICT	No	1	$21,262.50
2010-02-25	Severe Storm(s)	CORNHUSKER PUBLIC POWER DISTRICT	No	4	$41,031.58
2010-02-25	Severe Storm(s)	CUMING COUNTY PUBLIC POWER DISTRICT	No	1	$8,814.35
2010-02-25	Severe Storm(s)	ELKHORN RURAL PUBLIC POWER DISTRICT	No	3	$22,507.47
2010-02-25	Severe Storm(s)	KBR RURAL PUBLIC POWER DISTRICT	No	4	$315,494.64
2010-02-25	Severe Storm(s)	LOUP VALLEYS RURAL PUBLIC POWER DISTRICT	No	2	$5,390.88
2010-02-25	Severe Storm(s)	METROPOLITAN UTILITIES DISTRICT	No	2	$22,418.12
2010-02-25	Severe Storm(s)	NEBRASKA CITY      UTILITIES	No	1	$15,302.80
2010-02-25	Severe Storm(s)	NEBRASKA EMERGENCY MANAGEMENT AGENCY	No	1	$41,163.00
2010-02-25	Severe Storm(s)	NEBRASKA PUBLIC POWER DISTRICT	No	9	$80,403.15
2010-02-25	Severe Storm(s)	NIOBRARAVALLEY ELECTRIC MEMBERSHIP CORPORATION	No	1	$96,322.43
2010-02-25	Severe Storm(s)	NORRIS PUBLIC POWER DISTRICT	No	5	$323,466.91
2010-02-25	Severe Storm(s)	OMAHA PUBLIC POWER DISTRICT	No	16	$438,501.75
2010-02-25	Severe Storm(s)	PERENNIAL PUBLIC POWER DISTRICT	No	2	$110,178.58
2010-02-25	Severe Storm(s)	POLK COUNTY RURAL PUBLIC POWER DISTRICT	No	1	$58,623.58
2010-02-25	Severe Storm(s)	SEWARD COUNTY PUBLIC POWER DISTRICT	No	3	$224,289.58
2010-02-25	Severe Storm(s)	SOUTH CENTRAL PUBLIC POWER DISTRICT	No	4	$112,261.51
2010-02-25	Severe Storm(s)	SOUTHERN     POWER     DISTRICT	No	2	$61,339.81
2010-02-25	Severe Storm(s)	TWIN VALLEYS PUBLIC POWER DISTRICT	No	4	$105,264.63
2010-04-21	Flood	NEBRASKA EMERGENCY MANAGEMENT AGENCY	No	2	$129,111.36
2010-04-21	Flood	NEBRASKA GAME AND PARKS COMMISSION	No	2	$2,499.86
2010-04-21	Flood	NEBRASKA PUBLIC POWER DISTRICT	No	1	$113,893.15
2010-07-15	Severe Storm(s)	BURT COUNTY PUBLIC POWER DISTRICT	No	6	$73,593.51
2010-07-15	Severe Storm(s)	CEDAR-KNOX PUBLIC POWER DISTRICT	No	4	$1,380,891.38
2010-07-15	Severe Storm(s)	CHIMNEY ROCK PUBLIC POWER DISTRICT	No	2	$34,164.21
2010-07-15	Severe Storm(s)	CORNHUSKER PUBLIC POWER DISTRICT	No	6	$120,464.36
2010-07-15	Severe Storm(s)	CUMING COUNTY PUBLIC POWER DISTRICT	No	3	$85,872.06
2010-07-15	Severe Storm(s)	CUSTER PUBLIC POWER DISTRICT	No	5	$101,595.60
2010-07-15	Severe Storm(s)	DAWSON COUNTY PUBLIC POWER DISTRICT	No	3	$88,898.79
2010-07-15	Severe Storm(s)	ELKHORN RURAL PUBLIC POWER DISTRICT	No	5	$83,647.78
2010-07-15	Severe Storm(s)	KBR RURAL PUBLIC POWER DISTRICT	No	4	$29,127.30
2010-07-15	Severe Storm(s)	LOUP VALLEYS RURAL PUBLIC POWER DISTRICT	No	6	$81,494.57
2010-07-15	Severe Storm(s)	LOWER ELKHORN NATURAL RESOURCES DISTRICT	No	2	$19,342.86
2010-07-15	Severe Storm(s)	LOWER NIOBRARA NRD	No	3	$27,193.03
2010-07-15	Severe Storm(s)	MIDDLE LOUP PUBLIC POWER & IRRIGATION DIST.	No	3	$1,931,625.49
2010-07-15	Severe Storm(s)	MIDWEST ELECTRIC COOPERATIVE CORPORATION	No	2	$51,606.61
2010-07-15	Severe Storm(s)	NEBRASKA EMERGENCY MANAGEMENT AGENCY	No	2	$197,276.50
2010-07-15	Severe Storm(s)	NEBRASKA GAME AND PARKS COMMISSION	No	47	$3,632,201.94
2010-07-15	Severe Storm(s)	NEBRASKA PUBLIC POWER DISTRICT	No	27	$10,827,449.81
2010-07-15	Severe Storm(s)	NEBRASKA STATE HISTORICAL SOCIETY	No	2	$129,219.22
2010-07-15	Severe Storm(s)	NEMAHA NATURAL RESOURCE DISTRICT	No	8	$66,205.63
2010-07-15	Severe Storm(s)	NIOBRARAVALLEY ELECTRIC MEMBERSHIP CORPORATION	No	3	$153,861.56
2010-07-15	Severe Storm(s)	NORTH LOUP RIVER PUBLIC POWER & IRRIGATION DIST	No	10	$7,035,901.69
2010-07-15	Severe Storm(s)	NORTHWEST RURAL PUBLIC POWER DISTRICT	No	5	$148,348.97
2010-07-15	Severe Storm(s)	OMAHA PUBLIC POWER DISTRICT	No	42	$2,201,052.15
2010-07-15	Severe Storm(s)	PANHANDLE RURAL ELECTRIC MEMBERSHIP ASSOCIATION	No	2	$31,848.78
2010-07-15	Severe Storm(s)	PAPIO-MISSOURI RIVER NATURAL RESOURCES DISTRICT	No	11	$659,778.22
2010-07-15	Severe Storm(s)	SARGENT IRRIGATION DISTRICT	No	4	$91,972.05
2010-07-15	Severe Storm(s)	SOUTHERN     POWER     DISTRICT	No	3	$109,614.93
2010-07-15	Severe Storm(s)	STANTON COUNTY PUBLIC POWER DISTRICT	No	2	$7,790.14
2010-07-15	Severe Storm(s)	TWIN LOUPS RECLAMATION DISTRICT	No	1	$7,430.39
2010-07-15	Severe Storm(s)	WHEAT BELT PPD	No	3	$23,726.30
2010-10-21	Severe Storm(s)	NEBRASKA EMERGENCY MANAGEMENT AGENCY	No	1	$17,259.00
2010-10-21	Severe Storm(s)	OMAHA PUBLIC POWER DISTRICT	No	7	$1,686,850.80
