Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-17	Snow	ALBA TOWNSHIP ROAD DISTRICT	No	1	$2,193.70
2001-01-17	Snow	ANDOVER ROAD DISTRICT	No	1	$3,476.46
2001-01-17	Snow	ANDOVER, VILLAGE OF	No	1	$834.40
2001-01-17	Snow	ANNAWAN TOWNSHIP ROAD DISTRICT	No	1	$2,664.71
2001-01-17	Snow	ANNAWAN, VILLAGE OF	No	1	$1,751.21
2001-01-17	Snow	ATKINSON, VILLAGE OF	No	1	$1,012.92
2001-01-17	Snow	BISHOP HILL, VILLAGE OF	No	1	$929.20
2001-01-17	Snow	BURNS ROAD DISTRICT	No	1	$3,145.62
2001-01-17	Snow	CAMBRIDGE TOWNSHIP ROAD DISTRICT	No	1	$3,557.71
2001-01-17	Snow	CAMBRIDGE, VILLAGE OF	No	1	$4,044.64
2001-01-17	Snow	CLOVER TOWNSHIP ROAD DISTRICT	No	1	$4,063.47
2001-01-17	Snow	COLONA, CITY OF	No	1	$3,558.56
2001-01-17	Snow	COLONA ROAD DISTRICT	No	1	$4,143.10
2001-01-17	Snow	CORNWALL TOWNSHIP ROAD DISTRICT	No	1	$5,212.34
2001-01-17	Snow	EDFORD TOWNSHIP ROAD DISTRICT	No	1	$1,409.38
2001-01-17	Snow	GALVA, CITY OF	No	1	$4,483.16
2001-01-17	Snow	GALVA COMMUNITY UNIFIED SCHOOL  DISTRICT	Yes	1	$887.72
2001-01-17	Snow	GALVA TWP.ROAD DISTRICT	No	1	$3,786.17
2001-01-17	Snow	GENESEO, CITY OF	No	1	$9,212.61
2001-01-17	Snow	GENESEO COMMUNITY UNIT SD 228	No	1	$1,226.13
2001-01-17	Snow	GENESEO TOWNSHIP ROAD DISTRICT	No	1	$2,830.34
2001-01-17	Snow	HANNA TOWNSHIP ROAD DISTRICT	No	1	$3,857.07
2001-01-17	Snow	HENRY, COUNTY	No	1	$13,021.54
2001-01-17	Snow	HOOPPOLE, VILLAGE OF	No	1	$1,071.41
2001-01-17	Snow	KEWANEE, CITY OF	No	1	$11,364.06
2001-01-17	Snow	KEWANEE COMMUNITY UNIT SCHOOL DISTRICT 229	Yes	1	$2,289.55
2001-01-17	Snow	KEWANEE ROAD DISTRICT	No	1	$3,798.89
2001-01-17	Snow	LORAINE ROAD DISTRICT	No	1	$3,056.93
2001-01-17	Snow	LYNN TOWNSHIP ROAD DISTRICT	No	1	$3,325.92
2001-01-17	Snow	MUNSON TOWNSHIP ROAD DISTRICT	No	1	$2,907.03
2001-01-17	Snow	ORION COMMUNITY UNIFIED SCHOOL DIST. 223	Yes	1	$1,359.68
2001-01-17	Snow	ORION, VILLAGE OF	No	1	$1,750.49
2001-01-17	Snow	OSCO TOWNSHIP ROAD DISTRICT	No	1	$2,712.40
2001-01-17	Snow	OXFORD TOWNSHIP ROAD DISTRICT	No	1	$4,935.30
2001-01-17	Snow	PHENIX TOWNSHIP ROAD DISTRICT	No	1	$4,355.01
2001-01-17	Snow	WELLER TOWNSHIP ROAD DISTRICT	No	1	$3,926.39
2001-01-17	Snow	WESTERN TWP. ROAD DISTRICT	No	1	$5,153.79
2001-01-17	Snow	WETHERSFIELD TOWNSHIP ROAD DISTRICT	No	1	$2,964.49
2001-01-17	Snow	WOODHULL, VILLAGE OF	No	1	$1,569.62
2001-01-17	Snow	YORKTOWN TWP. ROAD DISTRICT	No	1	$3,051.94
