Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-01-08	Snow	A.E.R.O SPECIAL EDUCATION COOPERATION	Yes	1	$1,261.71
1999-01-08	Snow	ALEXAN BROTHERS MEDICAL CENTER	No	1	$23,316.09
1999-01-08	Snow	ALSIP PARK DISTRICT	No	1	$0.00
1999-01-08	Snow	ALSIP, VILLAGE OF	No	1	$18,950.00
1999-01-08	Snow	ARBOR PARK SCHOOL DISTRICT 145	Yes	1	$4,554.27
1999-01-08	Snow	ARLINGTON HEIGHTS PARK DISTRICT	No	1	$6,168.72
1999-01-08	Snow	ARLINGTON HEIGHTS SCHOOL DISTRICT 25	Yes	1	$6,148.06
1999-01-08	Snow	ARLINGTON HEIGHTS TWP HIGH SCHOOL DIST 214	Yes	1	$41,315.44
1999-01-08	Snow	ARLINGTON HEIGHTS, VILLAGE OF	No	1	$75,783.33
1999-01-08	Snow	ATWOOD HEIGHTS SCHOOL DISTRICT 125	Yes	1	$2,430.88
1999-01-08	Snow	BARRINGTON, VILLAGE OF	No	1	$15,940.46
1999-01-08	Snow	BEDFORD PARK, VILLAGE OF	No	1	$19,793.27
1999-01-08	Snow	BELLWOOD SCHOOL DISTRICT 88	Yes	1	$7,578.32
1999-01-08	Snow	BELLWOOD, VILLAGE OF	No	1	$32,952.02
1999-01-08	Snow	BERKELEY SCHOOL DISTRICT 87	Yes	1	$2,347.00
1999-01-08	Snow	BERKELEY, VILLAGE OF	No	1	$9,083.39
1999-01-08	Snow	BERWYN, CITY OF	No	1	$56,643.49
1999-01-08	Snow	BERWYN PUBLIC HEALTH DISTRICT	No	1	$0.00
1999-01-08	Snow	BERWYN, TOWNSHIP OF	No	1	$0.00
1999-01-08	Snow	BLOOM TOWNSHIP HIGH SCHOOL DISTRICT 206	Yes	1	$7,388.26
1999-01-08	Snow	BLOOM, TOWNSHIP OF	No	1	$2,330.53
1999-01-08	Snow	BLUE ISLAND, CITY OF	No	1	$29,533.25
1999-01-08	Snow	BOARD OF EDUCATION , DISTRICT 89	Yes	1	$10,940.77
1999-01-08	Snow	BREMEN HIGH SCHOOL DIST 228	Yes	1	$3,172.44
1999-01-08	Snow	BREMEN TOWNSHIP ROAD DISTRICT	No	1	$4,358.11
1999-01-08	Snow	BRIDGEVIEW, VILLAGE OF	No	1	$20,752.68
1999-01-08	Snow	BROADVIEW, VILLAGE OF	No	1	$15,006.98
1999-01-08	Snow	BROOKFIELD-LA GRANGE PARK SCHOOL DIST 95	Yes	1	$1,253.84
1999-01-08	Snow	BROOKFIELD, VILLAGE OF	No	1	$17,713.54
1999-01-08	Snow	BROOKWOOD SCHOOL DISTRICT 167	Yes	1	$806.85
1999-01-08	Snow	BUFFALO GROVE	No	1	$43,910.16
1999-01-08	Snow	BURBANK, CITY OF	No	1	$13,737.63
1999-01-08	Snow	BURBANK SCHOOL DIST 111	Yes	1	$0.00
1999-01-08	Snow	BURNHAM, VILLAGE OF	No	1	$5,501.20
1999-01-08	Snow	CALUMET, CITY OF	No	1	$15,609.04
1999-01-08	Snow	CALUMET PARK, VILLAGE OF	No	1	$10,265.45
1999-01-08	Snow	CATHOLIC SCHOOLS OF THE ARCHDIOCESE OF CHICAGO	Yes	1	$127,310.16
1999-01-08	Snow	CENTRAL STICKNEY SCHOOL DIST 110	Yes	1	$1,280.55
1999-01-08	Snow	CHARLOTTE LUCKETT H. G. D. C. CHILD CARE CENTER	No	1	$2,351.70
1999-01-08	Snow	CHICAGO, CITY OF	No	33	$10,609,132.02
1999-01-08	Snow	CHICAGO HEIGHTS, CITY OF	No	1	$41,656.30
1999-01-08	Snow	CHICAGO HEIGHTS SCHOOL DIST 170	Yes	1	$1,202.15
1999-01-08	Snow	CHICAGO HOUSING AUTHORITY	No	1	$192,335.98
1999-01-08	Snow	CHICAGO PARK DISTRICT	No	1	$136,362.02
1999-01-08	Snow	CHICAGO PUBLIC SCHOOLS	Yes	1	$312,550.82
1999-01-08	Snow	CHICAGO RIDGE PARK DISTRICT	No	1	$1,497.98
1999-01-08	Snow	CHICAGO RIDGE SCHOOL DIST 2	Yes	1	$1,476.33
1999-01-08	Snow	CHICAGO RIDGE, VILLAGE OF	No	1	$14,073.85
