Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
1999-01-08	Snow	ARISPIE, TOWNSHIP OF	No	1	$3,118.12
1999-01-08	Snow	BERLIN, TOWNSHIP OF	No	1	$3,198.38
1999-01-08	Snow	BUDA, VILLAGE OF	No	1	$898.35
1999-01-08	Snow	BUREAU COUNTY HWY	No	1	$15,808.91
1999-01-08	Snow	BUREAU COUNTY SHERIFF DEPT.	No	1	$0.00
1999-01-08	Snow	BUREAU, TOWNSHIP OF	No	1	$6,344.15
1999-01-08	Snow	BUREAU, VILLAGE OF	No	1	$1,557.61
1999-01-08	Snow	CHERRY, VILLAGE OF	No	1	$1,822.57
1999-01-08	Snow	CLARION TOWNSHIP ROAD COMM	No	1	$4,541.92
1999-01-08	Snow	CONCORD, TOWNSHIP OF	No	1	$5,597.05
1999-01-08	Snow	DALZELL, VILLAGE OF	No	1	$1,574.07
1999-01-08	Snow	DE PUE, VILLAGE OF	No	1	$2,310.15
1999-01-08	Snow	DOVER, TOWNSHIP OF	No	1	$2,332.11
1999-01-08	Snow	DOVER, VILLAGE OF	No	1	$0.00
1999-01-08	Snow	FAIRFIELD, TOWNSHIP OF	No	1	$1,758.29
1999-01-08	Snow	GATEWAY SERVICES	No	1	$0.00
1999-01-08	Snow	GOLD, TOWNSHIP OF	No	1	$2,944.33
1999-01-08	Snow	GREENVILLE, TOWNSHIP OF	No	1	$2,570.41
1999-01-08	Snow	HALL TOWNSHIP HIGHWAY DEPT	No	1	$1,723.01
1999-01-08	Snow	INDIANTOWN, TOWNSHIP OF	No	1	$2,245.09
1999-01-08	Snow	LADD, VILLAGE OF	No	1	$4,293.42
1999-01-08	Snow	LA MOILLE, TOWNSHIP OF	No	1	$4,338.10
1999-01-08	Snow	LA MOILLE, VILLAGE OF	No	1	$1,860.98
1999-01-08	Snow	MACON, TOWNSHIP OF	No	1	$1,602.38
1999-01-08	Snow	MALDEN , VILLAGE OF	No	1	$823.10
1999-01-08	Snow	MANLIUS, TOWNSHIP OF	No	1	$13,961.26
1999-01-08	Snow	MANLIUS, VILLAGE OF	No	1	$1,897.82
1999-01-08	Snow	MILO, TOWNSHIP OF	No	1	$5,318.76
1999-01-08	Snow	MINERAL, TOWNSHIP OF	No	1	$4,521.18
1999-01-08	Snow	MINERAL, VILLAGE OF	No	1	$1,096.68
1999-01-08	Snow	NEPONSET, TOWNSHIP OF	No	1	$4,739.46
1999-01-08	Snow	NEPONSET, VILLAGE OF	No	1	$0.00
1999-01-08	Snow	OHIO, TOWNSHIP OF	No	1	$3,507.95
1999-01-08	Snow	OHIO, VILLAGE OF	No	1	$965.06
1999-01-08	Snow	PRAIRIE VIEW HOME	No	1	$0.00
1999-01-08	Snow	PRINCETON CHRISTIAN ACADEMY	Yes	1	$0.00
1999-01-08	Snow	PRINCETON, CITY OF	No	1	$14,580.87
1999-01-08	Snow	PRINCETON ELEMENTARY SCHOOL DISTRICT 115	Yes	1	$4,834.31
1999-01-08	Snow	PRINCETON H.S. DISTRICT 500	No	1	$1,176.63
1999-01-08	Snow	SELBY, TOWNSHIP OF	No	1	$2,149.46
1999-01-08	Snow	SHEFFIELD, VILLAGE OF	No	1	$1,528.61
1999-01-08	Snow	SPRING VALLEY, CITY OF	No	1	$8,832.58
1999-01-08	Snow	TISKILWA, VILLAGE OF	No	1	$1,992.67
1999-01-08	Snow	WALNUT, TOWNSHIP OF	No	1	$5,035.77
1999-01-08	Snow	WALNUT, VILLAGE OF	No	2	$3,237.87
1999-01-08	Snow	WESTFIELD, TOWNSHIP OF	No	1	$6,014.86
1999-01-08	Snow	WYANET, TOWNSHIP OF	No	1	$2,693.48
1999-01-08	Snow	WYANET, VILLAGE OF	No	1	$1,439.58
