Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-02-25	Snow	HUDSON CITY SCHOOL DISTRICT	Yes	1	$4,670.39
2003-02-25	Snow	ICHABOD CRANE (KINDERHOOK) CSD	No	1	$11,155.03
2003-02-25	Snow	KINDERHOOK (TOWN OF)	No	1	$28,513.73
2003-02-25	Snow	KINDERHOOK, VILLAGE OF	No	1	$6,143.41
2003-02-25	Snow	LIVINGSTON (TOWN OF)	No	1	$19,096.66
2003-02-25	Snow	NEW LEBANON SCHOOL DISTRICT	Yes	1	$1,133.39
2003-02-25	Snow	NEW LEBANON (TOWN OF)	No	1	$13,802.46
2003-02-25	Snow	PHILMONT, VILLAGE OF	No	1	$9,824.12
2003-02-25	Snow	STOCKPORT (TOWN OF)	No	1	$10,334.78
2003-02-25	Snow	STUYVESANT (TOWN OF)	No	1	$13,507.64
2003-02-25	Snow	TACONIC HILLS CENTRAL SCHOOL	Yes	1	$4,424.76
2003-02-25	Snow	TAGHKANIC (TOWN OF)	No	1	$14,582.74
2003-03-27	Snow	ANCRAM (TOWN OF)	No	1	$8,302.34
2003-03-27	Snow	AUSTERLITZ (TOWN OF)	No	1	$4,888.66
2003-03-27	Snow	BERKSHIRE FARM CTR & SVC-YOUTH	No	1	$2,054.54
2003-03-27	Snow	CANAAN (TOWN OF)	No	1	$4,733.92
2003-03-27	Snow	CHATHAM CENTRAL SCHOOL DIST	Yes	1	$2,971.38
2003-03-27	Snow	CHATHAM (TOWN OF)	No	1	$15,140.95
2003-03-27	Snow	CHATHAM, VILLAGE OF	No	1	$3,817.41
2003-03-27	Snow	CLAVERACK (TOWN OF)	No	1	$12,390.42
2003-03-27	Snow	CLERMONT (TOWN OF)	No	1	$3,813.92
2003-03-27	Snow	COLUMBIA (COUNTY)	No	1	$42,163.82
2003-03-27	Snow	COLUMBIA COUNTY CHAPTER, NYSARC, INC	No	1	$2,833.17
2003-03-27	Snow	COPAKE (TOWN OF)	No	1	$10,610.70
2003-03-27	Snow	GERMANTOWN (TOWN OF)	No	1	$5,993.10
2003-03-27	Snow	GHENT (TOWN OF)	No	1	$11,283.54
2003-03-27	Snow	GREENPORT (TOWN OF)	No	1	$10,458.12
2003-03-27	Snow	HILLSDALE (TOWN OF)	No	1	$8,706.67
2003-03-27	Snow	HUDSON, CITY OF	No	1	$19,713.14
2003-03-27	Snow	ICHABOD CRANE CENTRAL HIGH	No	1	$3,595.27
2003-03-27	Snow	KINDERHOOK (TOWN OF)	No	1	$13,577.66
2003-03-27	Snow	KINDERHOOK, VILLAGE OF	No	1	$2,565.63
2003-03-27	Snow	LIVINGSTON (TOWN OF)	No	1	$9,035.09
2003-03-27	Snow	NEW LEBANON (TOWN OF)	No	1	$6,352.01
2003-03-27	Snow	PHILMONT, VILLAGE OF	No	1	$4,348.27
2003-03-27	Snow	STOCKPORT (TOWN OF)	No	1	$4,640.51
2003-03-27	Snow	STUYVESANT (TOWN OF)	No	1	$7,438.89
2003-03-27	Snow	TACONIC HILLS CENTRAL SCHOOL	Yes	1	$0.00
2003-03-27	Snow	TAGHKANIC (TOWN OF)	No	1	$6,391.53
2003-08-23	Other	COLUMBIA (COUNTY)	No	1	$1,323.99
