Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2007-05-25	Severe Storm(s)	ADAMS-STOKES DRAINAGE DISTRICT	No	2	$9,596.32
2007-05-25	Severe Storm(s)	BOYER SUB DRAINAGE DISTRICT	No	8	$524,363.59
2007-05-25	Severe Storm(s)	CUT-OFF LAKE DRAINAGE DISTRICT	No	1	$1,427.68
2007-05-25	Severe Storm(s)	EUCLID DRAINAGE DISTRICT	No	1	$8,140.42
2007-05-25	Severe Storm(s)	FITZGIBBON DRAINAGE DISTRICT	No	1	$9,951.77
2007-05-25	Severe Storm(s)	FRAZIER DRAINAGE DISTRICT	No	1	$6,305.73
2007-05-25	Severe Storm(s)	HARRISON COUNTY CONSERVATION	No	3	$17,107.54
2007-05-25	Severe Storm(s)	HARRISON COUNTY FAIR BOARD	No	3	$16,484.41
2007-05-25	Severe Storm(s)	HARRISON COUNTY SECONDARY ROADS	No	26	$1,238,561.16
2007-05-25	Severe Storm(s)	HARRISON COUNTY SHERIFF OFFICE	No	2	$6,137.53
2007-05-25	Severe Storm(s)	KIRK DRAINAGE DISTRICT	No	2	$14,430.81
2007-05-25	Severe Storm(s)	LATTA DRAINAGE DISTRICT	No	5	$160,661.86
2007-05-25	Severe Storm(s)	LOGAN, CITY OF	No	2	$6,200.09
2007-05-25	Severe Storm(s)	LOGAN-MAGNOLIA COMMUNITY SCHOOL DISTRICT	Yes	1	$12,124.90
2007-05-25	Severe Storm(s)	MEGGERS SUB DRAINAGE DISTRICT	No	1	$6,540.48
2007-05-25	Severe Storm(s)	MISSOURI VALLEY, CITY OF	No	5	$111,185.95
2007-05-25	Severe Storm(s)	MISSOURI VALLEY COMMUNITY SCHOOL DISTRICT	Yes	4	$40,707.94
2007-05-25	Severe Storm(s)	MONDAMIN, CITY OF	No	1	$4,530.44
2007-05-25	Severe Storm(s)	SEIG DRAINAGE DISTRICT	No	2	$23,666.72
2007-05-25	Severe Storm(s)	SOLDIER VALLEY DRAINAGE DISTRICT	No	5	$408,741.23
2007-05-25	Severe Storm(s)	UPPER BOYER DRAINAGE DISTRICT	No	5	$472,099.48
2007-05-25	Severe Storm(s)	UPPER SOLDIER DRAINAGE DISTRICT 1	No	4	$161,256.11
2007-05-25	Severe Storm(s)	UPPER SOLDIER DRAINAGE DISTRICT 2	No	1	$29,354.81
2007-05-25	Severe Storm(s)	WILSON DRAINAGE DISTRICT	No	1	$2,529.63
2007-03-30	Snow	DUNLAP, CITY OF	No	1	$3,123.16
2007-03-30	Snow	HARRISON COUNTY ROAD DEPARTMENT	No	1	$50,554.89
2007-03-30	Snow	LOGAN,CITY OF	No	1	$3,947.13
2007-03-30	Snow	LOGAN-MAGNOLIA COMMUNITY SCHL	Yes	1	$1,189.42
2007-03-30	Snow	MISSOURI VALLEY, CITY OF	No	1	$4,478.41
2007-03-30	Snow	MONDAMIN, CITY OF	No	2	$1,947.14
2007-03-30	Snow	WOODBINE, CITY OF	No	1	$3,508.23
