Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2003-02-25	Snow	BARKER (TOWN OF)	No	2	$15,777.78
2003-02-25	Snow	BINGHAMTON, CITY OF	No	2	$118,622.53
2003-02-25	Snow	BINGHAMTON CITY SCHOOL DIST.	Yes	1	$2,582.75
2003-02-25	Snow	BINGHAMTON (TOWN OF)	No	2	$20,730.48
2003-02-25	Snow	BROOME (COUNTY)	No	2	$129,210.70
2003-02-25	Snow	BROOME - TIOGA BOCES	No	1	$1,456.38
2003-02-25	Snow	CHENANGO (TOWN OF)	No	2	$30,474.17
2003-02-25	Snow	COLESVILLE (TOWN OF)	No	2	$23,381.97
2003-02-25	Snow	CONKLIN (TOWN OF)	No	2	$20,891.77
2003-02-25	Snow	DICKINSON (TOWN OF)	No	2	$7,725.99
2003-02-25	Snow	ENDICOTT	No	2	$28,929.88
2003-02-25	Snow	FENTON (TOWN OF)	No	2	$23,864.49
2003-02-25	Snow	JOHNSON CITY	No	2	$38,137.58
2003-02-25	Snow	KIRKWOOD (TOWN OF)	No	2	$30,305.57
2003-02-25	Snow	LISLE (TOWN OF)	No	3	$18,681.61
2003-02-25	Snow	MAINE (TOWN OF)	No	2	$30,341.11
2003-02-25	Snow	NANTICOKE (TOWN OF)	No	2	$11,656.62
2003-02-25	Snow	PORT DICKINSON	No	2	$2,861.65
2003-02-25	Snow	SANFORD (TOWN OF)	No	2	$23,448.10
2003-02-25	Snow	TRIANGLE (TOWN OF)	No	2	$13,917.40
2003-02-25	Snow	UNION ENDICOTT, CENTRAL SCHOOL DISTRICT	Yes	2	$15,272.28
2003-02-25	Snow	UNION (TOWN OF)	No	2	$65,702.87
2003-02-25	Snow	VESTAL CENTRAL SCHOOL DISTRICT	Yes	2	$8,762.40
2003-02-25	Snow	VESTAL (TOWN OF)	No	2	$44,958.85
2003-02-25	Snow	WEST WINDSOR FIRE	No	1	$1,118.93
2003-02-25	Snow	WINDSOR	No	2	$3,892.71
2003-02-25	Snow	WINDSOR (TOWN OF)	No	2	$46,011.50
2003-03-27	Snow	BARKER (TOWN OF)	No	1	$5,457.55
2003-03-27	Snow	BINGHAMTON, CITY OF	No	1	$42,772.64
2003-03-27	Snow	BINGHAMTON CITY SCHOOL DISTRICT	Yes	1	$8,038.54
2003-03-27	Snow	BINGHAMTON (TOWN OF)	No	1	$6,007.48
2003-03-27	Snow	BROOME (COUNTY)	No	1	$51,085.42
2003-03-27	Snow	BROOME - TIOGA BOCES	No	1	$1,396.23
2003-03-27	Snow	CHENANGO (TOWN OF)	No	1	$15,625.45
2003-03-27	Snow	COLESVILLE (TOWN OF)	No	1	$12,292.78
2003-03-27	Snow	CONKLIN (TOWN OF)	No	1	$13,145.03
2003-03-27	Snow	DICKINSON (TOWN OF)	No	1	$4,624.07
2003-03-27	Snow	ENDICOTT (VILLAGE OF)	No	1	$22,635.26
2003-03-27	Snow	FENTON (TOWN OF)	No	1	$13,737.93
2003-03-27	Snow	JOHNSON CITY, VILLAGE OF	No	1	$18,967.66
2003-03-27	Snow	KIRKWOOD (TOWN OF)	No	1	$19,498.76
2003-03-27	Snow	LISLE (TOWN OF)	No	1	$8,409.78
2003-03-27	Snow	MAINE (TOWN OF)	No	1	$23,071.90
2003-03-27	Snow	NANTICOKE (TOWN OF)	No	1	$4,427.38
2003-03-27	Snow	PORT DICKINSON (VILLAGE OF)	No	1	$2,307.38
2003-03-27	Snow	SANFORD (TOWN OF)	No	1	$7,593.38
2003-03-27	Snow	TRIANGLE (TOWN OF)	No	1	$3,411.47
2003-03-27	Snow	UNION ENDICOTT, CENTRAL SCHOOL DISTRICT	Yes	1	$5,840.94
2003-03-27	Snow	UNION (TOWN OF)	No	1	$18,751.07
2003-03-27	Snow	VESTAL CENTRAL SCHOOL DISTRICT	Yes	1	$5,116.43
2003-03-27	Snow	VESTAL (TOWN OF)	No	1	$12,861.17
2003-03-27	Snow	WINDSOR (TOWN OF)	No	1	$16,051.70
2003-03-27	Snow	WINDSOR, VILLAGE OF	No	1	$1,846.62
2003-08-23	Other	BROOME (COUNTY)	No	1	$7,619.96
