Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2008-04-24	Snow	BELLVILLE, VILLAGE OF	No	1	$3,973.26
2008-04-24	Snow	BLOOMINGGROVE, TOWNSHIP OF	No	1	$2,538.04
2008-04-24	Snow	BUTLER, VILLAGE OF	No	1	$2,310.86
2008-04-24	Snow	CENTER FOR INDIVIDUAL & FAMILY SERVICES, INC.	No	1	$4,050.31
2008-04-24	Snow	CLEAR FORK VALLEY LOCAL SCHOOL DISTRICT	Yes	1	$3,266.34
2008-04-24	Snow	FIRST PRESBYTERIAN CHURCH	No	1	$1,110.00
2008-04-24	Snow	FRANKLIN, TOWNSHIP OF	No	1	$3,369.97
2008-04-24	Snow	JEFFERSON, TOWNSHIP OF	No	1	$6,184.63
2008-04-24	Snow	LEXINGTON, VILLAGE OF	No	2	$11,059.55
2008-04-24	Snow	LUCAS LOCAL SCHOOL DISTRICT	Yes	1	$1,736.17
2008-04-24	Snow	LUCAS, VILLAGE OF	No	1	$3,023.95
2008-04-24	Snow	MADISON, TOWNSHIP OF	No	1	$14,905.02
2008-04-24	Snow	MANSFIELD, CITY OF	No	1	$83,249.90
2008-04-24	Snow	MANSFIELD-RICHLAND CO. PUBLIC LIBRARY	No	1	$2,132.15
2008-04-24	Snow	MEDCENTRAL HEALTH SYSTEM	No	2	$36,197.01
2008-04-24	Snow	MENTAL HEALTH RECOVERY & SERVICES BOARD	No	1	$777.72
2008-04-24	Snow	MIFFLIN, TOWNSHIP OF	No	1	$9,894.66
2008-04-24	Snow	MONROE, TOWNSHIP OF	No	1	$7,551.06
2008-04-24	Snow	OHIO STATE UNIVERSITY	Yes	1	$5,769.54
2008-04-24	Snow	ONTARIO, CITY OF	No	1	$25,535.70
2008-04-24	Snow	PERRY, TOWNSHIP OF	No	1	$4,670.10
2008-04-24	Snow	PLYMOUTH-SHILOH LOCAL SCHOOL DISTRICT	Yes	1	$829.65
2008-04-24	Snow	PLYMOUTH, VILLAGE OF	No	1	$9,209.61
2008-04-24	Snow	RICHLAND COUNTY BOARD OF MR/DD	No	1	$1,605.65
2008-04-24	Snow	RICHLAND COUNTY CHILDREN SERVICES BOARD	No	1	$1,046.25
2008-04-24	Snow	RICHLAND COUNTY ENGINEER	No	1	$56,605.01
2008-04-24	Snow	RICHLAND COUNTY MAINTENANCE DEPARTMENT	No	1	$4,959.80
2008-04-24	Snow	SANDUSKY, TOWNSHIP OF	No	1	$3,787.29
2008-04-24	Snow	SHELBY, CITY OF	No	1	$20,034.04
2008-04-24	Snow	SHILOH, VILLAGE 0F	No	1	$2,417.28
2008-04-24	Snow	SPRINGFIELD, TOWNSHIP OF	No	1	$8,271.59
2008-04-24	Snow	ST. PETER'S SCHOOLS	Yes	1	$1,295.14
2008-04-24	Snow	TROY, TOWNSHIP OF	No	1	$6,096.79
2008-04-24	Snow	WASHINGTON, TOWNSHIP OF	No	1	$9,527.86
2008-04-24	Snow	WORTHINGTON, TOWNSHIP OF	No	1	$7,573.25
