Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2001-01-17	Snow	ELK GROVE VILLAGE, VILLAGE OF	No	1	$32,944.43
2001-01-17	Snow	ELMWOOD PARK, VILLAGE OF	No	1	$20,970.10
2001-01-17	Snow	EVANSTON, CITY OF	No	1	$95,746.44
2001-01-17	Snow	EVANSTON SKOKIE SCHOOL DISTRICT 65	Yes	1	$4,541.87
2001-01-17	Snow	EVANSTON TOWNSHIP HIGH SCHOOL DIST 202	Yes	1	$6,724.72
2001-01-17	Snow	EVERGREEN PARK COMMUNITY H.S. DIST	No	1	$5,689.99
2001-01-17	Snow	EVERGREEN PARK ELEMENTARY SCHOOL DIST 124	Yes	1	$1,585.68
2001-01-17	Snow	EVERGREEN PARK, VILLAGE OF	No	1	$21,704.73
2001-01-17	Snow	FAIRVIEW SCHOOL DISTRICT 72	Yes	1	$7,925.23
2001-01-17	Snow	FLOSSMOOR SCHOOL DISTRICT 161	Yes	1	$10,641.45
2001-01-17	Snow	FLOSSMOOR, VILLAGE OF	No	1	$10,735.01
2001-01-17	Snow	FORD HEIGHTS, VILLAGE OF	No	1	$5,644.66
2001-01-17	Snow	FOREST PARK SCHOOL DIST 91	Yes	1	$958.98
2001-01-17	Snow	FOREST PARK, VILLAGE OF	No	1	$21,439.34
2001-01-17	Snow	FOREST PRESERVE DIST OF COOK COUNTY	No	1	$8,896.48
2001-01-17	Snow	FOREST RIDGE SCHOOL DIST 142	Yes	1	$2,642.64
2001-01-17	Snow	FOREST VIEW, VILLAGE OF	No	1	$2,785.74
2001-01-17	Snow	FRANKLIN PARK SCHOOL DIST 84	Yes	1	$1,041.77
2001-01-17	Snow	FRANKLIN PARK, VILLAGE OF	No	1	$41,789.79
2001-01-17	Snow	GENERAL GEORGE PATTON SCHOOL DIST. 133	Yes	1	$3,829.97
2001-01-17	Snow	GLENCOE, VILLAGE OF	No	1	$16,740.54
2001-01-17	Snow	GLENVIEW COMMUNITY CONSOLIDATED SCHOOL DISTRICT34	Yes	1	$2,099.28
2001-01-17	Snow	GLENVIEW, VILLAGE OF	No	1	$42,265.47
2001-01-17	Snow	GLENWOOD, VILLAGE OF	No	1	$9,082.31
2001-01-17	Snow	GOLF SCHOOL DISTRICT 67	Yes	1	$1,433.75
2001-01-17	Snow	HARVEY, CITY OF	No	1	$18,911.69
2001-01-17	Snow	HARVEY PUBLIC SCHOOLS DISTRICT 152	Yes	1	$9,708.27
2001-01-17	Snow	HARWOOD HEIGHTS, VILLAGE OF	No	1	$6,253.56
2001-01-17	Snow	HAZEL CREST, VILLAGE OF	No	1	$13,424.61
2001-01-17	Snow	HICKORY HILLS, CITY OF	No	1	$14,192.52
2001-01-17	Snow	HILLSIDE, VILLAGE OF	No	1	$7,875.47
2001-01-17	Snow	HODGKINS, VILLAGE OF	No	1	$12,624.21
2001-01-17	Snow	HOFFMAN ESTATES PARK DIST.	No	1	$2,781.16
2001-01-17	Snow	HOFFMAN ESTATES, VILLAGE OF	No	1	$57,041.54
2001-01-17	Snow	HOMETOWN, CITY OF	No	1	$3,753.56
2001-01-17	Snow	HOMEWOOD SCHOOL DIST 153	Yes	1	$4,371.82
2001-01-17	Snow	HOMEWOOD, VILLAGE OF	No	1	$16,804.98
2001-01-17	Snow	HOOVER-SCHRUM MEMORIAL SCHOOL DISTRICT 157	Yes	1	$1,235.37
2001-01-17	Snow	INDIAN HEAD PARK , VILLAGE OF	No	1	$6,592.38
2001-01-17	Snow	INDIAN SPRINGS SCHOOL DIST 109	Yes	1	$5,136.46
2001-01-17	Snow	INDIAN TRAILS PUBLIC LIBRARY DISTRICT	No	1	$1,203.29
2001-01-17	Snow	INVERNESS,  VILLAGE OF	No	1	$16,478.30
2001-01-17	Snow	J STERLING MORTON HIGH SCHOOL DIST. 201	Yes	1	$12,016.02
2001-01-17	Snow	JUSTICE, VILLAGE OF	No	1	$9,358.58
2001-01-17	Snow	KENILWORTH, VILLAGE OF	No	1	$8,468.06
2001-01-17	Snow	KIRBY SCHOOL DISTRICT 140	Yes	1	$4,740.13
2001-01-17	Snow	LAGRANGE HIGHLANDS SCHOOL DISTRICT 106	Yes	1	$1,433.91
2001-01-17	Snow	LA GRANGE PARK, VILLAGE OF	No	1	$9,935.99
2001-01-17	Snow	LA GRANGE SCHOOL DIST 102	Yes	1	$3,742.10
2001-01-17	Snow	LA GRANGE, VILLAGE OF	No	1	$13,143.64
2001-01-17	Snow	LANSING ELEMENTARY SCHOOL DIST 158	Yes	1	$1,768.48
2001-01-17	Snow	LANSING, VILLAGE OF	No	1	$54,110.64
2001-01-17	Snow	LEMONT-BROMBEREK S.D. 113A	No	1	$1,560.03
2001-01-17	Snow	LEMONT HIGH SCHOOL DISTRICT 210	Yes	1	$996.72
2001-01-17	Snow	LEMONT PARK DISTRICT	No	1	$1,248.65
2001-01-17	Snow	LEMONT TOWNSHIP HIGHWAY DEPT.	No	1	$6,653.39
2001-01-17	Snow	LEMONT, VILLAGE OF	No	1	$52,129.51
2001-01-17	Snow	LEYDEN HIGH SCHOOL DISTRICT 212 EAST CAMPUS	Yes	1	$2,563.61
2001-01-17	Snow	LEYDEN HIGH SCHOOLS DISTRICT 212 WEST CAMPUS	Yes	1	$2,419.21
2001-01-17	Snow	LINCOLNWOOD, VILLAGE OF	No	1	$19,185.95
2001-01-17	Snow	LUTHERAN HOME AND SERVICES	No	1	$4,828.04
2001-01-17	Snow	LYNWOOD, VILLAGE OF	No	1	$15,194.22
2001-01-17	Snow	LYONS ELEMENTARY SCHOOL DIST 103	Yes	1	$794.84
2001-01-17	Snow	LYONS TOWNSHIP HIGH SCHOOL DISTRICT 204	Yes	1	$4,605.41
2001-01-17	Snow	LYONS TOWNSHIP  HIGHWAY COMMISSION	No	1	$2,110.81
2001-01-17	Snow	LYONS, VILLAGE OF	No	1	$8,844.00
2001-01-17	Snow	MAINE TOWNSHIP HIGH SCHOOL DISTRICT 207	Yes	1	$9,535.53
2001-01-17	Snow	MAINE TOWNSHIP ROAD & BRIDGE DISTRICT	No	1	$11,312.81
2001-01-17	Snow	MANNHEIM SCHOOL DISTRICT 83	Yes	1	$6,678.18
2001-01-17	Snow	MARKHAM, CITY OF	No	1	$8,351.92
2001-01-17	Snow	MATTESON ELEM. SCHOOL DISTRICT 159	Yes	1	$2,876.22
2001-01-17	Snow	MATTESON SCHOOL DISTRICT 162	Yes	1	$1,952.82
2001-01-17	Snow	MATTESON, VILLAGE OF	No	1	$11,597.45
2001-01-17	Snow	MAYWOOD/MELROSE PARK/BROADVIEW  SCHOOL DIST 89	Yes	1	$3,459.74
2001-01-17	Snow	MAYWOOD,VILLAGE OF	No	1	$26,810.31
2001-01-17	Snow	MCCOOK, VILLAGE OF	No	1	$5,797.74
2001-01-17	Snow	MELROSE PARK, VILLAGE OF, `	No	1	$18,765.15
2001-01-17	Snow	MERRIONETTE PARK, VILLAGE OF	No	1	$1,065.53
2001-01-17	Snow	METROPOLITAN PIER & EXPOSITION AUTHORITY	No	1	$53,768.49
2001-01-17	Snow	METRO WATER RECLAMATION DIST OF GREATER CHICAGO	No	1	$33,060.98
2001-01-17	Snow	MIDLOTHIAN PARK DISTRICT	No	1	$954.59
2001-01-17	Snow	MIDLOTHIAN SCHOOL DIST 143	Yes	1	$2,474.57
2001-01-17	Snow	MIDLOTHIAN, VILLAGE OF	No	1	$11,281.08
2001-01-17	Snow	MORAINE VALLEY COMMUNITY COLLEGE	Yes	1	$8,576.79
2001-01-17	Snow	MORTON COLLEGE	Yes	1	$2,991.52
2001-01-17	Snow	MORTON GROVE, VILLAGE OF	No	1	$66,176.54
2001-01-17	Snow	MOUNT PROSPECT SCHOOL DIST 57	Yes	1	$4,179.42
2001-01-17	Snow	MOUNT PROSPECT, VILLAGE OF	No	1	$55,585.62
2001-01-17	Snow	NILES ELEMENTARY SCHOOL DIST 71	Yes	1	$2,911.40
2001-01-17	Snow	NILES TOWNSHIP HIGH SCHOOLS DISTRICT 219	Yes	1	$4,782.17
2001-01-17	Snow	NILES, VILLAGE OF	No	1	$39,077.50
2001-01-17	Snow	NORRIDGE PARK DISTRICT	No	1	$1,588.18
2001-01-17	Snow	NORRIDGE, VILLAGE OF	No	2	$10,917.96
2001-01-17	Snow	NORTHBROOK-GLENVIEW DIST 30	No	1	$2,804.01
2001-01-17	Snow	NORTHBROOK SCHOOL DISTRICT 27	Yes	1	$4,657.93
2001-01-17	Snow	NORTHBROOK SCHOOL DISTRICT 28	Yes	1	$8,500.62
2001-01-17	Snow	NORTHBROOK, VILLAGE OF	No	1	$48,218.14
2001-01-17	Snow	NORTHFIELD TWP. ROAD DISTRICT	No	1	$12,950.81
2001-01-17	Snow	NORTHFIELD, VILLAGE OF	No	1	$5,923.47
2001-01-17	Snow	NORTHLAKE, CITY OF	No	1	$21,961.50
2001-01-17	Snow	NORTH PALOS SCHOOL DIST 117	Yes	1	$5,216.40
2001-01-17	Snow	NORTH PARK VILLAGE APARTMENTS	No	1	$1,117.06
2001-01-17	Snow	NORTH RIVERSIDE, VILLAGE OF	No	1	$19,682.66
2001-01-17	Snow	NORTHWEST COMMUNITY HOSPITAL	No	1	$8,243.49
2001-01-17	Snow	NORTHWEST SUBURBAN SPECIAL EDUCATION ORGANIZATION	Yes	1	$3,266.51
2001-01-17	Snow	NORWOOD PARK FIRE PROTECTION DISTRICT	No	1	$5,776.15
2001-01-17	Snow	NORWOOD PARK, TOWNSHIP OF	No	1	$3,825.43
2001-01-17	Snow	OAK FOREST, CITY OF	No	1	$65,090.67
2001-01-17	Snow	OAK LAWN COMMUNITY HIGH SCHOOL DISTRICT 229	Yes	1	$7,333.93
2001-01-17	Snow	OAK LAWN COMMUNITY H.S. DIST 218	No	1	$4,936.07
2001-01-17	Snow	OAK LAWN-HOMETOWN SCHOOL DIST 123	Yes	1	$2,754.46
2001-01-17	Snow	OAK LAWN, VILLAGE OF	No	1	$53,271.77
2001-01-17	Snow	OAK PARK AND RIVER FOREST HIGH SCHOOL DISTRICT 200	Yes	1	$1,770.05
2001-01-17	Snow	OAK PARK ELEMENTARY SCHL DIST 97	Yes	1	$19,285.35
2001-01-17	Snow	OAK PARK PARK DISTRICT	No	1	$1,358.95
2001-01-17	Snow	OAK PARK, VILLAGE OF	No	1	$86,779.21
2001-01-17	Snow	OAKTON COMMUNITY COLLEGE DISTRICT 535	Yes	1	$12,136.10
2001-01-17	Snow	OLYMPIA FIELDS, VILLAGE OF	No	1	$6,717.57
2001-01-17	Snow	ORLAND FIRE PROTECTION DISTRICT	No	1	$1,418.04
2001-01-17	Snow	ORLAND HILLS, VILLAGE OF	No	1	$7,866.85
2001-01-17	Snow	ORLAND PARK, VILLAGE OF	No	1	$51,855.42
2001-01-17	Snow	ORLAND SCHOOL DISTRICT 135	Yes	1	$9,650.40
2001-01-17	Snow	ORLAND TOWNSHIP HIGHWAY DEPT	No	1	$9,704.82
2001-01-17	Snow	PACE SUBURBAN BUS SERVICE	No	1	$13,234.59
2001-01-17	Snow	PALATINE TOWNSHIP ROAD DISTRICT	No	1	$10,019.44
2001-01-17	Snow	PALATINE, VILLAGE OF	No	1	$59,070.11
2001-01-17	Snow	PALOS COMM. CONS. SCHOOL DISTRICT 118	Yes	1	$4,182.36
2001-01-17	Snow	PALOS HEIGHTS, CITY OF	No	1	$10,497.13
2001-01-17	Snow	PALOS HILLS, CITY OF	No	1	$9,401.80
2001-01-17	Snow	PALOS PARK, VILLAGE OF	No	1	$6,008.16
2001-01-17	Snow	PALOS TOWNSHIP ROAD & BRIDGE DISTRICT	No	1	$12,762.60
2001-01-17	Snow	PALWAUKEE MUNICIPAL AIRPORT COMMISSION	No	1	$24,793.19
2001-01-17	Snow	PARK FOREST-CHICAGO HEIGHTS SCHOOL DISTRICT 163	Yes	1	$1,042.11
2001-01-17	Snow	PARK FOREST, VILLAGE OF	No	1	$20,369.78
2001-01-17	Snow	PARK RIDGE,CITY OF	No	1	$27,495.93
2001-01-17	Snow	PHOENIX, VILLAGE OF	No	1	$1,829.84
2001-01-17	Snow	PLEASANTDALE SCHOOL DIST 107	Yes	1	$1,363.89
2001-01-17	Snow	POSEN, VILLAGE OF	No	1	$11,884.23
2001-01-17	Snow	PRAIRIE HILLS ELEMENTARY SCHL DIST 144	Yes	1	$1,790.19
2001-01-17	Snow	PRAIRIE STATE COMMUNITY COLLEGE DISTRICT 515	Yes	1	$8,525.32
2001-01-17	Snow	PROSPECT HEIGHTS, CITY OF	No	1	$12,461.80
2001-01-17	Snow	PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT	No	1	$897.56
2001-01-17	Snow	PROSPECT HEIGHTS SCHL DIST 23	Yes	1	$3,983.88
2001-01-17	Snow	PROVISO TOWNSHIP HIGH SCHOOLS DISTRICT 209	Yes	1	$17,765.53
2001-01-17	Snow	REAVIS HIGH SCHOOL DISTRICT 220	Yes	1	$2,427.36
2001-01-17	Snow	RICHTON PARK, VILLAGE OF	No	1	$22,206.54
2001-01-17	Snow	RICH TOWNSHIP H.S. DIST 227	No	1	$2,162.81
2001-01-17	Snow	RICH TOWNSHIP ROAD DISTRICT	No	1	$1,853.91
2001-01-17	Snow	RIVERDALE, VILLAGE OF	No	1	$13,362.97
2001-01-17	Snow	RIVER FOREST, VILLAGE OF	No	1	$14,421.41
2001-01-17	Snow	RIVER GROVE, VILLAGE OF	No	1	$34,508.06
2001-01-17	Snow	RIVERSIDE PUBLIC SCHOOLS, DSTRICT 96	Yes	1	$6,608.62
2001-01-17	Snow	RIVERSIDE, VILLAGE OF	No	1	$10,552.85
2001-01-17	Snow	ROBBINS, VILLAGE OF	No	1	$4,156.41
2001-01-17	Snow	ROLLING MEADOWS, CITY OF	No	1	$26,323.13
2001-01-17	Snow	ROLLING MEADOWS PARK DISTRICT	No	1	$3,737.04
2001-01-17	Snow	SANDRIDGE SCHOOL DISTRICT 172	Yes	1	$1,181.44
2001-01-17	Snow	SAUK VILLAGE SCHOOL DIST 168	Yes	1	$7,901.01
2001-01-17	Snow	SAUK VILLAGE, VILLAGE OF	No	1	$9,010.52
2001-01-17	Snow	SCHAUMBURG ROAD DIST.	No	1	$2,052.58
2001-01-17	Snow	SCHAUMBURG SCHOOL DISTRICT 54	Yes	1	$11,592.81
2001-01-17	Snow	SCHAUMBURG, VILLAGE OF	No	1	$91,581.40
2001-01-17	Snow	SCHILLER PARK SCHOOL DISTRICT 81	Yes	1	$4,938.57
2001-01-17	Snow	SCHILLER PARK, VILLAGE OF	No	1	$18,041.07
2001-01-17	Snow	SKOKIE SCHOOL DIST 68	Yes	1	$1,868.04
2001-01-17	Snow	SKOKIE SCHOOL DIST 69	Yes	1	$3,279.79
2001-01-17	Snow	SKOKIE SCHOOL DISTRICT 73 1/2	Yes	1	$1,935.44
2001-01-17	Snow	SKOKIE, VILLAGE OF	No	1	$35,902.26
2001-01-17	Snow	SOUTH BARRINGTON PARK DISTRICT	No	1	$1,567.80
2001-01-17	Snow	SOUTH BARRINGTON, VILLAGE OF	No	1	$4,050.29
2001-01-17	Snow	SOUTH CHICAGO HEIGHTS, VILLAGE OF	No	1	$3,842.10
2001-01-17	Snow	SOUTH HOLLAND SCHOOL DIST 150	Yes	1	$1,169.88
2001-01-17	Snow	SOUTH HOLLAND SCHOOL DISTRICT 151	Yes	1	$2,205.84
2001-01-17	Snow	SOUTH HOLLAND, VILLAGE OF	No	1	$29,002.26
2001-01-17	Snow	SOUTH SUBURBAN COLLEGE	Yes	1	$1,052.96
2001-01-17	Snow	SOUTHWEST CO-OP FOR SPECIAL ED	Yes	1	$1,140.57
2001-01-17	Snow	STEGER SCHOOL DISTRICT 194	Yes	1	$2,449.53
2001-01-17	Snow	STEGER, VILLAGE OF	No	1	$14,282.66
2001-01-17	Snow	ST. FRANCIS HOSPITAL	No	1	$30,728.84
2001-01-17	Snow	STICKNEY, VILLAGE OF	No	1	$5,665.39
2001-01-17	Snow	STONE PARK, VILLAGE OF	No	1	$1,851.13
2001-01-17	Snow	STREAMWOOD, VILLAGE OF	No	1	$56,571.08
2001-01-17	Snow	ST. XAVIER UNIVERSITY	Yes	1	$2,869.29
2001-01-17	Snow	SUMMIT, VILLAGE OF	No	1	$5,925.87
2001-01-17	Snow	SUNNYBROOK SCHOOL DISTRICT 171	Yes	1	$823.45
2001-01-17	Snow	SUNSET RIDGE SCHOOL DIST 29	Yes	1	$10,522.29
2001-01-17	Snow	THORNTON TOWNSHIP HIGH SCHOOL DISTRICT 205	Yes	1	$23,434.08
2001-01-17	Snow	THORNTON, VILLAGE OF	No	1	$3,696.89
2001-01-17	Snow	TINLEY PARK SCHOOL DIST 146	Yes	1	$1,230.11
2001-01-17	Snow	TINLEY PARK, VILLAGE OF	No	1	$39,903.18
2001-01-17	Snow	TOWNSHIP HIGH SCHOOL DIST 211	Yes	1	$36,920.30
2001-01-17	Snow	TOWNSHIP HIGH SCHOOL DISTRICT 214	Yes	1	$37,701.92
2001-01-17	Snow	TRITON COLLEGE	Yes	1	$7,613.24
2001-01-17	Snow	UNIVERSITY PARK, VILLAGE OF	Yes	1	$16,169.87
2001-01-17	Snow	WESTCHESTER PUBLIC SCHOOL DISTRICT 92 1/2	Yes	1	$3,427.34
2001-01-17	Snow	WESTCHESTER, VILLAGE OF	No	1	$14,627.02
2001-01-17	Snow	WESTERN SPRINGS, VILLAGE OF	No	1	$19,321.72
2001-01-17	Snow	WEST HARVEY DIXMOOR PUBLIC SCHOOL DISTRICT 147	Yes	1	$3,215.02
2001-01-17	Snow	WHEELING, VILLAGE OF	No	1	$16,983.97
2001-01-17	Snow	WILLIAM RAINEY HARPER COLLEGE	Yes	1	$5,612.79
2001-01-17	Snow	WILLOW SPRINGS SCHOOL DIST 108	Yes	1	$884.19
2001-01-17	Snow	WILLOW SPRINGS, VILLAGE OF	No	1	$7,362.78
2001-01-17	Snow	WILMETTE PUBLIC SCHOOLS DISTRICT 39	Yes	1	$7,144.47
2001-01-17	Snow	WILMETTE, VILLAGE OF	No	1	$32,387.05
2001-01-17	Snow	WINNETKA, VILLAGE OF	No	1	$24,505.65
2001-01-17	Snow	WORTH PARK DISTRICT	No	1	$1,297.91
2001-01-17	Snow	WORTH TOWNSHIP HIGHWAY DISTRICT	No	1	$3,355.53
2001-01-17	Snow	WORTH, VILLAGE OF	No	1	$14,844.06
2001-01-17	Snow	YOUTH OUTREACH SERVICE INC	No	1	$0.00
