Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2004-02-05	Severe Storm(s)	ANSON (TOWN OF)	No	2	$5,279.60
2004-02-05	Severe Storm(s)	ATHENS (TOWN OF)	No	3	$7,242.08
2004-02-05	Severe Storm(s)	BINGHAM (TOWN OF)	No	2	$60,073.53
2004-02-05	Severe Storm(s)	CAMBRIDGE (TOWN OF)	No	2	$6,197.08
2004-02-05	Severe Storm(s)	CANAAN (TOWN OF)	No	6	$11,870.81
2004-02-05	Severe Storm(s)	CORNVILLE (TOWN OF)	No	4	$11,508.14
2004-02-05	Severe Storm(s)	FAIRFIELD (TOWN OF)	No	4	$4,377.24
2004-02-05	Severe Storm(s)	HARMONY (TOWN OF)	No	4	$9,843.25
2004-02-05	Severe Storm(s)	MADISON (TOWN OF)	No	2	$19,896.09
2004-02-05	Severe Storm(s)	MERCER (TOWN OF)	No	4	$16,104.12
2004-02-05	Severe Storm(s)	MOSCOW (TOWN OF)	No	1	$4,451.47
2004-02-05	Severe Storm(s)	M.S.A.D. 13	No	2	$5,830.56
2004-02-05	Severe Storm(s)	PALMYRA (TOWN OF)	No	2	$9,651.93
2004-02-05	Severe Storm(s)	PITTSFIELD (TOWN OF)	No	5	$10,583.16
2004-02-05	Severe Storm(s)	SKOWHEGAN (TOWN OF)	No	1	$6,029.58
2004-02-05	Severe Storm(s)	SMITHFIELD (TOWN OF)	No	3	$6,440.34
2004-02-05	Severe Storm(s)	SOLON (TOWN OF)	No	8	$108,323.99
2004-02-05	Severe Storm(s)	SOMERSET (COUNTY)	No	2	$6,374.63
2004-02-05	Severe Storm(s)	STARKS (TOWN OF)	No	5	$9,567.42
2004-01-15	Snow	ANSON (TOWN OF)	No	1	$7,750.63
2004-01-15	Snow	ATHENS (TOWN OF)	No	1	$3,209.30
2004-01-15	Snow	BINGHAM (TOWN OF)	No	1	$3,144.22
2004-01-15	Snow	CANAAN (TOWN OF)	No	1	$6,149.31
2004-01-15	Snow	CORNVILLE (TOWN OF)	No	1	$3,635.50
2004-01-15	Snow	FAIRFIELD (TOWN OF)	No	1	$11,612.19
2004-01-15	Snow	MADISON (TOWN OF)	No	1	$8,443.14
2004-01-15	Snow	MERCER (TOWN OF)	No	1	$3,099.21
2004-01-15	Snow	NORRIDGEWOCK (TOWN OF)	No	1	$10,091.98
2004-01-15	Snow	PALMYRA (TOWN OF)	No	1	$2,532.09
2004-01-15	Snow	PITTSFIELD (TOWN OF)	No	1	$2,490.17
2004-01-15	Snow	SEBASTICOOK VALLEY HOSPITAL	No	1	$1,083.23
2004-01-15	Snow	SKOWHEGAN (TOWN OF)	No	1	$17,618.52
2004-01-15	Snow	SMITHFIELD (TOWN OF)	No	1	$2,726.68
2004-01-15	Snow	SOLON (TOWN OF)	No	1	$3,364.24
2004-01-15	Snow	ST. ALBANS (TOWN OF)	No	1	$3,325.98
2004-01-15	Snow	STARKS (TOWN OF)	No	1	$4,551.24
2004-01-26	Snow	ANSON (TOWN OF)	No	1	$8,952.02
2004-01-26	Snow	ATHENS (TOWN OF)	No	1	$4,500.80
2004-01-26	Snow	BINGHAM (TOWN OF)	No	1	$1,494.33
2004-01-26	Snow	CANAAN (TOWN OF)	No	1	$7,239.89
2004-01-26	Snow	CORNVILLE (TOWN OF)	No	1	$2,745.08
2004-01-26	Snow	FAIRFIELD (TOWN OF)	No	1	$11,774.24
2004-01-26	Snow	MADISON (TOWN OF)	No	1	$10,217.33
2004-01-26	Snow	MERCER (TOWN OF)	No	1	$2,985.89
2004-01-26	Snow	NORRIDGEWOCK (TOWN OF)	No	1	$11,430.16
2004-01-26	Snow	PALMYRA (TOWN OF)	No	1	$3,637.01
2004-01-26	Snow	PITTSFIELD (TOWN OF)	No	1	$6,459.27
2004-01-26	Snow	SKOWHEGAN (TOWN OF)	No	1	$16,935.51
2004-01-26	Snow	SMITHFIELD (TOWN OF)	No	1	$1,363.35
2004-01-26	Snow	SOLON (TOWN OF)	No	1	$4,684.22
2004-01-26	Snow	ST. ALBANS (TOWN OF)	No	1	$4,934.31
2004-01-26	Snow	STARKS (TOWN OF)	No	1	$5,409.77
