Date	Incident Type	Applicant Name	Education Applicant	Number of Projects	Federal Share Obligated
2005-03-30	Snow	SAINT ANSELM COLLEGE	Yes	1	$3,358.61
2005-03-30	Snow	SHARON (TOWN OF)	No	1	$807.53
2005-03-30	Snow	TEMPLE (TOWN OF)	No	1	$13,432.94
2005-03-30	Snow	WEARE (TOWN OF)	No	1	$22,920.99
2005-03-30	Snow	WILTON (TOWN OF)	No	1	$13,937.31
2005-04-28	Snow	AMHERST (TOWN OF)	No	1	$23,634.32
2005-04-28	Snow	ANTRIM (TOWN OF)	No	1	$14,732.34
2005-04-28	Snow	BEDFORD (TOWN OF)	No	1	$40,771.53
2005-04-28	Snow	BENNINGTON, TOWN OF	No	1	$875.16
2005-04-28	Snow	DEERING (TOWN OF)	No	1	$6,429.15
2005-04-28	Snow	FRANCESTOWN (TOWN OF)	No	1	$12,271.96
2005-04-28	Snow	GOFFSTOWN (TOWN OF)	No	1	$27,067.94
2005-04-28	Snow	GREENFIELD (TOWN OF)	No	1	$5,198.03
2005-04-28	Snow	HANCOCK (TOWN OF)	No	1	$8,740.30
2005-04-28	Snow	HOLLIS (TOWN OF)	No	1	$18,985.30
2005-04-28	Snow	HUDSON (TOWN OF)	No	1	$37,646.48
2005-04-28	Snow	LITCHFIELD (TOWN OF)	No	1	$26,730.73
2005-04-28	Snow	LYNDEBOROUGH (TOWN OF)	No	1	$4,521.12
2005-04-28	Snow	MANCHESTER AIRPORT	No	1	$109,853.15
2005-04-28	Snow	MANCHESTER, CITY OF	No	1	$97,374.31
2005-04-28	Snow	MASON (TOWN OF)	No	1	$4,339.54
2005-04-28	Snow	MERRIMACK (TOWN OF)	No	1	$41,468.42
2005-04-28	Snow	MONT VERNON (TOWN OF)	No	1	$12,704.98
2005-04-28	Snow	NASHUA - CITY OF	No	1	$113,344.96
2005-04-28	Snow	NEW IPSWICH (TOWN OF)	No	1	$12,308.95
2005-04-28	Snow	PELHAM, TOWN OF	No	1	$21,530.13
2005-04-28	Snow	PETERBOROUGH (TOWN OF)	No	1	$21,016.34
2005-04-28	Snow	SHARON (TOWN OF)	No	1	$1,345.57
2005-04-28	Snow	TEMPLE (TOWN OF)	No	1	$12,782.85
2005-04-28	Snow	WEARE (TOWN OF)	No	1	$26,806.97
2005-04-28	Snow	WILTON (TOWN OF)	No	1	$8,355.47
